"Номер объекта";"Вид объекта недвижимости";"Кадастровый квартал";"Площадь, кв.м.";"Тип сделки";"Дата сделки";"Дата регистрации/ предложения";"Цена сделки/ предложения, руб.";"Удельная цена сделки/ предложения, руб./кв.м.";"Доля в праве на объект недвижимости";"Назначение/Категория земель";"Разрешенное использование";"Количество надземных этажей";"Подземная этажность";"Ограничения (обременения) вещных прав";"Жилая площадь, кв.м.";"Наименование";"ОКАТО";"Субъект";"Район";"Город";"Населенный пункт";"Улица";"Номер  этажа";"Количество объектов в сделке";"Источник данных";"Организация";"Материал наружных стен";"Год ввода в эксплуатацию";"Год завершения строительства";"Вид жилого помещения в многоквартирном доме";"Тип информации";"Идентификатор записи"
"110910";"Земельный участок";"14:21:110003";874;"Договор купли-продажи";"07.2012";"07.2012";374093,53;428,02;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"98409000000";"Республика Саха (Якутия)";"Нюрбинский";"Нюрба";;"Бушкова";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2003";"Не указан";"Не указан";"Сделка";6449221976
"5199008";"Земельный участок";"14:07:090001";1500;"Договор купли-продажи";"01.2012";"02.2012";340000,00;226,67;"1/3";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98214806001";"Республика Саха (Якутия)";"Верхневилюйский";;"Кырыкый";"Н.З.Дмитриева";;3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6449221984
"21016015";"Земельный участок";"14:29:100002";1215;"Договор купли-продажи";"09.2010";"09.2010";21841,00;17,98;;"Земли населенных пунктов";;;;"Без обременения";;;"98252845001";"Республика Саха (Якутия)";"Усть-Алданский";;"Борогонцы";"им Тарского";;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6449221998
"108341001";"Земельный участок";"14:35:111001";1300;"Договор купли-продажи";"08.2011";"08.2011";1700000,00;1307,69;;"Земли населенных пунктов";"Для ведения гражданами садоводства и огородничества";;;"Ипотека";;;"98401000000";"Республика Саха (Якутия)";;"Якутск";;;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6449222002
"3803901";"Земельный участок";"14:35:108001";1757;"Договор купли-продажи";"02.2011";"02.2011";2310000,00;1314,74;;"Земли населенных пунктов";"Для объектов жилой застройки";;;"Ипотека";0;;"98401000000";"Республика Саха (Якутия)";;"Якутск";"Марха";"Белое озеро";;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2005";"Не указан";"Не указан";"Сделка";6449222003
"14683011";"Земельный участок";"14:14:050098";1277;"Договор купли-продажи";"05.2008";"05.2008";500,00;0,39;;"Земли сельскохозяйственного назначения";"Для ведения гражданами садоводства и огородничества";;;"Без обременения";;;"98227501000";"Республика Саха (Якутия)";"Ленский";"Ленск";;;;1;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6449222008
"1019012";"Земельный участок";"14:23:080003";1763;"Договор купли-продажи";"12.2012";"12.2012";388000,00;220,08;"1/4";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"98241830002";"Республика Саха (Якутия)";"Олекминский";;"Даппарай";"Новая";;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6449222015
"37197011";"Земельный участок";"14:14:050031";712;"Договор купли-продажи";"12.2013";"12.2013";408960,50;574,38;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"98227501000";"Республика Саха (Якутия)";"Ленский";"Ленск";;"Спортивная";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6449222016
"12116008";"Земельный участок";"14:07:190001";2000;"Договор купли-продажи";"06.2010";"06.2010";20000,00;10,00;;"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98214878001";"Республика Саха (Якутия)";"Верхневилюйский";;"Кюль";;;2;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2009";"Не указан";"Не указан";"Сделка";6449222022
"49755014";"Земельный участок";"14:33:014001";3458;"Договор купли-продажи";"02.2014";"02.2014";429408,50;124,18;"1/3";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98258855001";"Республика Саха (Якутия)";"Чурапчинский";;"Туора-Кюель";"Победы";;3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2014";"Не указан";"Не указан";"Сделка";6449222024
"6650005";"Земельный участок";"14:25:070001";2322;"Договор купли-продажи";"04.2012";"04.2012";359191,99;154,69;"1/4";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98246000000";"Республика Саха (Якутия)";"Среднеколымский";;"Ойусардах";"Ветеранов";;8;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2010";"Не указан";"Не указан";"Сделка";6449222035
"14398011";"Земельный участок";"14:14:050003";844;"Договор купли-продажи";"06.2011";"06.2011";351640,37;416,64;"1/9";"Земли населенных пунктов";;;;"Ипотека";;;"98227501000";"Республика Саха (Якутия)";"Ленский";"Ленск";;"Центральная";;9;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6449222057
"2865015";"Земельный участок";"14:29:100003";1255;"Договор купли-продажи";"09.2007";"09.2007";406656,00;324,03;"1/4";"Земли населенных пунктов";;;;"Ипотека";;;"98252845001";"Республика Саха (Якутия)";"Усть-Алданский";;"Борогонцы";"Лермонтова";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2007";"Не указан";"Не указан";"Сделка";6449222088
"6996013";"Земельный участок";"14:15:140002";2400;"Договор купли-продажи";"01.2008";"03.2008";378000,00;157,50;"1/3";"Земли населенных пунктов";"Для ведения личного подсобного хозяйства";;;"Ипотека";;;"98229845001";"Республика Саха (Якутия)";"Мегино-Кангаласский";;"Павловск";"40 лет Победы";;3;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2008";"Не указан";"Не указан";"Сделка";6449222099
"19515019";"Земельный участок";"14:28:008002";1330;"Договор купли-продажи";"07.2012";"07.2012";370000,00;278,20;"1/4";"Земли населенных пунктов";"Для индивидуальной жилой застройки";;;"Ипотека";;;"98250551000";"Республика Саха (Якутия)";"Томпонский";;"Хандыга";"Арктическая";;4;"Из учетных систем Росреестра";"Росреестр";"Не указан";"2011";"Не указан";"Не указан";"Сделка";6449222128
